ticker,earnings_date,sector,beta,eps_estimate,price_to_avg_30d,eps_surprise_avg,price_return_30d,price_return_7d_before_cutoff,rsi_14,macd_diff,sma_ratio_20_50,volatility_30d,volume_avg_30d,spy_return,relative_return_30d,quarter,day_of_week,beat
AAPL,2025-05-01,Technology,1.211,1.63,1.0067658529546042,0.025828408195429392,-0.006247635458704992,0.07304381425238193,51.38405358206603,2.0848464865536167,0.9214798947006333,0.0430336613648722,0.38056493302363736,-0.005595418595596535,-0.0006522168631084568,2,3,1
AAPL,2025-01-30,Technology,1.211,2.35,0.917574510748547,0.03003306878306873,-0.09357645037131879,-0.043346409285822673,31.489055394983424,-2.6124920923704087,1.0071200452220308,0.014785818627659316,0.34858351418655376,0.011778470885285941,-0.10535492125660473,1,3,1
AAPL,2024-10-31,Technology,1.211,1.6,1.0114656575122998,0.03637299684062273,0.036269735997250585,0.045513934243813337,52.2798437844272,0.04405381818241416,1.0141692004089375,0.014987709642106967,0.16329899270919399,0.033819129859367525,0.00245060613788306,4,3,1
AAPL,2024-08-01,Technology,1.211,1.35,0.9875136822142394,0.04181961993430469,0.02074437453251221,0.004652810002508501,47.39295141116877,-2.335663878858454,1.0733726298443185,0.015604588321760834,0.29649228246139875,-0.002240764396954087,0.022985138929466298,3,3,1
AAPL,2024-05-02,Technology,1.211,1.5,0.9952043403224489,0.05255388566857044,-0.017976841549696365,-0.002671401324692124,48.49347356819034,0.1694554477869974,0.9763772988187938,0.015253530995306979,0.5097358286065445,-0.019216734767350974,0.0012398932176546085,2,3,1
AAPL,2024-02-01,Technology,1.211,2.1,1.0179790288424766,0.03529811738187431,-0.002773342410453905,0.00827894587575928,60.0775697766523,1.1179740787381394,0.9871915275537361,0.012555225683269633,0.4387923333959681,0.05582551311928019,-0.058598855529734095,1,3,1
AAPL,2023-11-02,Technology,1.211,1.39,0.9536462262533478,0.026645197198336086,-0.04639738677715499,-0.017598749407765846,30.334789855630106,-0.8053219089875185,0.9899016945931726,0.011141449181484223,0.5221168242142538,-0.06951308161474601,0.023115694837591017,4,3,1
AAPL,2023-08-03,Technology,1.211,1.19,1.017015187454185,0.020560004500567317,0.050394094493367625,0.034409517141105406,59.996165951748736,-0.310881556824365,1.038666604629778,0.008853519221226925,0.532808353319715,0.03886468575667701,0.011529408736690616,3,3,1
AAPL,2023-05-04,Technology,1.211,1.43,1.0364350824992838,0.020560004500567317,0.08059023814069488,0.03456153779041293,64.08432554295248,-0.31228461176656364,1.044770204567436,0.012182045102454896,0.5752869113962089,0.04512386154839354,0.03546637659230134,2,3,1
AAPL,2023-02-02,Technology,1.211,1.94,1.073828956728466,0.056069741041231726,-0.010380264375595694,0.04312643313026632,65.29016199378721,1.7847409132672463,0.9586312854348084,0.01974024644082088,0.49332406741971985,0.011539682233794313,-0.021919946609390006,1,3,0
AAPL,2022-10-27,Technology,1.211,1.27,0.9716239359924104,0.05213273316721598,-0.0888351295912796,-0.028852321682155235,45.258604723844975,0.6956126770160966,0.9307073036221204,0.024330534819098713,0.5871055861887073,-0.09761173759166775,0.008776608000388153,4,3,1
AAPL,2022-07-28,Technology,1.211,1.16,1.0956241164709626,0.11529422172986534,0.0499459532863713,0.0472181583836897,65.29627508248535,1.4379841328961875,1.009968794623013,0.021971642353978006,0.5908375414962153,-0.026037847970454053,0.07598380125682536,3,3,1
AAPL,2022-04-28,Technology,1.211,1.43,0.9905204368234009,0.20309530953095312,0.049835803657061195,-0.038150371088367274,46.22186276847235,-0.8818681218433891,1.0260982516016357,0.01774774912631855,0.7015203957735718,0.03276490447556735,0.017070899181493848,2,3,1
AAPL,2022-01-27,Technology,1.211,1.89,0.9417269182399843,0.22318987217870725,-0.06037266008592468,-0.014022529444842946,37.830504290363486,-1.7769454092203272,1.0400349632917902,0.017130939539788274,0.5102944048428606,-0.04515339060586787,-0.015219269480056807,1,3,1
AAPL,2021-10-28,Technology,1.211,1.24,1.0315913861799233,0.233904157892993,0.003423430616717127,0.012721491502650562,61.532355287675514,1.0477260933863697,0.9770492609163821,0.012006017547656499,0.5886370669414848,0.021558811887142815,-0.018135381270425688,4,3,0
AAPL,2021-07-27,Technology,1.211,1.01,1.0669569448678689,0.23074943065556333,0.1531482055597384,0.05505277326162328,64.3580856672052,0.04466516118153674,1.0636948273585465,0.012695347979724178,0.6635534500110717,0.02413163721003042,0.12901656834970798,3,1,1
